cfr_title,cfr_part,part_heading,term
40,66,Assessment and collection of noncompliance penalties by EPA,Penalties
40,67,EPA approval of State noncompliance penalty program,Air pollution control
40,67,EPA approval of State noncompliance penalty program,Intergovernmental relations
40,67,EPA approval of State noncompliance penalty program,Penalties
40,68,Chemical accident prevention provisions,Administrative practice and procedure
40,68,Chemical accident prevention provisions,Air pollution control
40,68,Chemical accident prevention provisions,Chemicals
40,68,Chemical accident prevention provisions,Environmental protection
40,68,Chemical accident prevention provisions,Hazardous substances
40,68,Chemical accident prevention provisions,Intergovernmental relations
40,68,Chemical accident prevention provisions,Reporting and recordkeeping requirements
40,69,Special exemptions from requirements of the Clean Air Act,Air pollution control
40,69,Special exemptions from requirements of the Clean Air Act,Guam
40,70,State operating permit programs,Acid rain
40,70,State operating permit programs,Administrative practice and procedure
40,70,State operating permit programs,Air pollution control
40,70,State operating permit programs,Environmental protection
40,70,State operating permit programs,Hazardous substances
40,70,State operating permit programs,Intergovernmental relations
40,70,State operating permit programs,Licensing and registration
40,70,State operating permit programs,Reporting and recordkeeping requirements
40,71,Federal operating permit programs,Administrative practice and procedure
40,71,Federal operating permit programs,Air pollution control
40,71,Federal operating permit programs,Diseases
40,71,Federal operating permit programs,Environmental protection
40,71,Federal operating permit programs,Public health
40,71,Federal operating permit programs,Reporting and recordkeeping requirements
40,71,Federal operating permit programs,Quarantine
40,72,Permits regulation,Acid rain
40,72,Permits regulation,Administrative practice and procedure
40,72,Permits regulation,Air pollution control
40,72,Permits regulation,Electric utilities
40,72,Permits regulation,Intergovernmental relations
40,72,Permits regulation,Nitrogen oxides
40,72,Permits regulation,Reporting and recordkeeping requirements
40,72,Permits regulation,Sulfur oxides
40,73,Sulfur dioxide allowance system,Acid rain
40,73,Sulfur dioxide allowance system,Air pollution control
40,73,Sulfur dioxide allowance system,Electric utilities
40,73,Sulfur dioxide allowance system,Reporting and recordkeeping requirements
40,73,Sulfur dioxide allowance system,Sulfur oxides
40,74,Sulfur dioxide opt-ins,Acid rain
40,74,Sulfur dioxide opt-ins,Air pollution control
40,74,Sulfur dioxide opt-ins,Reporting and recordkeeping requirements
40,74,Sulfur dioxide opt-ins,Sulfur oxides
40,75,Continuous emission monitoring,Acid rain
40,75,Continuous emission monitoring,Administrative practice and procedure
40,75,Continuous emission monitoring,Air pollution control
40,75,Continuous emission monitoring,Carbon oxides
40,75,Continuous emission monitoring,Electric power plants
40,75,Continuous emission monitoring,Electric utilities
40,75,Continuous emission monitoring,Environmental protection
40,75,Continuous emission monitoring,Nitrogen oxides
40,75,Continuous emission monitoring,Ozone
40,75,Continuous emission monitoring,Reporting and recordkeeping requirements
40,75,Continuous emission monitoring,Sulfur oxides
40,76,Acid rain nitrogen oxides emission reduction program,Air pollution control
40,76,Acid rain nitrogen oxides emission reduction program,Electric utilities
40,76,Acid rain nitrogen oxides emission reduction program,Nitrogen oxides
40,76,Acid rain nitrogen oxides emission reduction program,Reporting and recordkeeping requirements
40,76,Acid rain nitrogen oxides emission reduction program,Sulfur oxides
40,77,Excess emissions,Acid rain
40,77,Excess emissions,Administrative practice and procedure
40,77,Excess emissions,Air pollution control
40,77,Excess emissions,Electric utilities
40,77,Excess emissions,Nitrogen oxides
